Data,ALTR.LS,BCP.LS,COR.LS,CTT.LS,EDP.LS,EDPR.LS,GALP.LS,IBS.LS,JMT.LS,EGL.LS,NBA.LS,NOS.LS,NVG.LS,PHR.LS,RAM.LS,RENE.LS,SEM.LS,SON.LS,PSI20.LS
2015-12-31,3.340001106262207,0.6141019463539124,5.243375778198242,6.452608585357666,2.3419125080108643,6.870665550231934,8.727760314941406,5.776804447174072,10.431583404541016,1.6650360822677612,1.2293726205825806,5.2633819580078125,2.4619288444519043,0.21925675868988037,2.795919179916382,1.9039336442947388,10.861014366149902,0.8631184101104736,5313.169921875
2016-01-04,3.242807388305664,0.6128302812576294,5.226686000823975,6.357931613922119,2.262356996536255,6.995814323425293,8.39612102508545,5.84099006652832,10.038996696472168,1.67392098903656,1.1773627996444702,5.174685478210449,2.440178394317627,0.209689199924469,2.7390708923339844,1.9147981405258179,10.822378158569336,0.8598490357398987,5231.14013671875
2016-01-05,3.2435014247894287,0.6357163190841675,5.224928855895996,6.3215179443359375,2.2644882202148438,6.969821929931641,8.133237838745117,5.776804447174072,10.22019100189209,1.6623706817626953,1.2059396505355835,5.119880676269531,2.399394989013672,0.20729729533195496,2.7390708923339844,1.9324522018432617,10.822378158569336,0.8639358282089233,5215.43994140625
2016-01-06,3.212954521179199,0.6166452169418335,5.152897357940674,6.146728515625,2.253833293914795,6.967896461486816,7.951240539550781,5.776804447174072,10.10802173614502,1.5832947492599487,1.1973665952682495,5.119880676269531,2.4089112281799316,0.2049054056406021,2.74423885345459,1.92090904712677,10.908236503601074,0.8696572184562683,5164.259765625
2016-01-07,3.200458288192749,0.5975732207298279,5.199454307556152,6.08992338180542,2.2943215370178223,6.963083267211914,7.935870170593262,5.776804447174072,10.125279426574707,1.5299853086471558,1.1956520080566406,5.101132392883301,2.373565912246704,0.1993243247270584,2.697726011276245,1.9141188859939575,10.766571998596191,0.8696572184562683,5141.240234375
2016-01-08,3.1594982147216797,0.5861302018165588,5.199454307556152,6.102303981781006,2.2801151275634766,6.925538539886475,7.817774772644043,5.776804447174072,10.422955513000488,1.512215256690979,1.1990811824798584,5.116997241973877,2.349776029586792,0.20012161135673523,2.697726011276245,1.92634117603302,10.629199028015137,0.8516756296157837,5125.58984375
2016-01-11,3.1074299812316895,0.5759589076042175,5.3013529777526855,6.022921085357666,2.273012161254883,6.757069110870361,7.5637898445129395,5.649072170257568,10.427268028259277,1.511326789855957,1.196795105934143,5.082383632659912,2.2947192192077637,0.19772972166538239,2.8217599391937256,1.8971433639526367,10.320111274719238,0.8361459970474243,5046.5
2016-01-12,3.277519702911377,0.5861302018165588,5.411157131195068,6.087009906768799,2.2715909481048584,6.9332404136657715,7.586437225341797,5.712616920471191,10.837113380432129,1.510438323020935,1.1945089101791382,5.106179714202881,2.3817224502563477,0.20251351594924927,3.058973550796509,1.9243038892745972,10.616320610046387,0.8516756296157837,5134.66015625
2016-01-13,3.271965503692627,0.5886735916137695,5.478796482086182,6.063704967498779,2.280825138092041,7.008329391479492,7.666514873504639,5.5842437744140625,10.716316223144531,1.4926685094833374,1.2156556844711304,5.093921184539795,2.363370418548584,0.20091892778873444,3.0853307247161865,1.9012176990509033,11.161518096923828,0.8623011112213135,5147.18017578125
2016-01-14,3.1865737438201904,0.5645158886909485,5.414670467376709,5.800793647766113,2.230393171310425,6.814830303192139,8.04830551147461,5.456512928009033,10.198620796203613,1.4064847230911255,1.2173703908920288,4.923018455505371,2.2620930671691895,0.19613513350486755,3.038818120956421,1.8570823669433594,10.56480598449707,0.8418673872947693,5022.91015625
2016-01-15,2.916513204574585,0.5403591990470886,5.270606994628906,5.607798099517822,2.1643335819244385,6.667539596557617,7.787846565246582,5.391684055328369,9.594640731811523,1.2812072038650513,1.2173703908920288,4.725433826446533,2.1621744632720947,0.18975676596164703,2.868272304534912,1.853687047958374,9.959507942199707,0.8083562254905701,4832.93017578125
2016-01-18,2.8304271697998047,0.49840110540390015,5.1388421058654785,5.379845142364502,2.1288177967071533,6.432644844055176,7.672177314758301,5.263309955596924,9.422075271606445,1.043091058731079,1.2025104761123657,4.4953999519348145,2.035747528076172,0.17540539801120758,2.8217599391937256,1.8129470348358154,9.684761047363281,0.747872531414032,4653.56005859375
2016-01-19,2.8436176776885986,0.4488160014152527,5.182764053344727,5.483989715576172,2.1572301387786865,6.461524963378906,7.757110118865967,5.006563663482666,9.478157997131348,1.0750768184661865,1.1945089101791382,4.653323173522949,2.104398727416992,0.17301350831985474,2.8010878562927246,1.8414649963378906,9.76203441619873,0.7527766227722168,4679.009765625
2016-01-20,2.5832767486572266,0.4297439754009247,5.094920635223389,5.443933963775635,2.127396821975708,6.236258029937744,7.356716156005859,4.942377090454102,9.447959899902344,1.1381597518920898,1.1893651485443115,4.632411003112793,1.9711744785308838,0.16424325108528137,2.7127137184143066,1.7796753644943237,9.36279582977295,0.7470551133155823,4559.10986328125
2016-01-21,2.568697690963745,0.484415739774704,5.165195465087891,5.555361270904541,2.1437342166900635,6.3171234130859375,7.59937858581543,5.070749759674072,9.60326862335205,1.1657030582427979,1.1773627996444702,4.7304816246032715,2.029630184173584,0.17939189076423645,2.7183985710144043,1.7837491035461426,9.27264404296875,0.780566394329071,4683.0
2016-01-22,2.6013271808624268,0.476786732673645,5.116880893707275,5.842306613922119,2.223289966583252,6.582823276519775,7.9771246910095215,5.167029857635498,9.780149459838867,1.2572177648544312,1.1716474294662476,4.830715656280518,2.081968069076538,0.19055405259132385,2.7132303714752197,1.8272063732147217,9.444360733032227,0.8214337229728699,4833.7001953125
2016-01-25,2.586747884750366,0.47297272086143494,5.0773515701293945,5.806619644165039,2.2190277576446533,6.614591598510742,8.009479522705078,4.942377090454102,10.095080375671387,1.242113471031189,1.1825066804885864,4.780959606170654,2.086725950241089,0.18417568504810333,2.6615500450134277,1.8292428255081177,9.547390937805176,0.8214337229728699,4847.3701171875
2016-01-26,2.5888309478759766,0.4742443859577179,5.105461120605469,5.864154815673828,2.243889093399048,6.781136512756348,8.185813903808594,4.91028356552124,10.569636344909668,1.261660099029541,1.1773627996444702,4.752115249633789,2.0935232639312744,0.187364861369133,2.625373601913452,1.8564034700393677,9.49587631225586,0.8197990655899048,4923.10009765625
2016-01-27,2.6172945499420166,0.4869590699672699,5.094920635223389,5.911492824554443,2.270880699157715,6.91976261138916,8.343544006347656,4.878190040588379,10.634347915649414,1.271433711051941,1.180220365524292,4.762210845947266,2.101679801940918,0.188162162899971,2.656381607055664,1.870662808418274,9.508753776550293,0.8296071290969849,4979.68994140625
2016-01-28,2.55342435836792,0.47551605105400085,5.016739845275879,5.8444905281066895,2.262356996536255,6.786912441253662,8.715625762939453,4.878190040588379,10.62571907043457,1.2856495380401611,1.1602168083190918,4.7376933097839355,2.060896873474121,0.18975676596164703,2.692558526992798,1.8849211931228638,9.328452110290527,0.8263378143310547,4978.2099609375
2016-01-29,2.606186866760254,0.49458709359169006,4.9754533767700195,5.826283931732178,2.2850873470306396,6.891844272613525,8.824824333190918,5.167029857635498,11.078702926635742,1.2883150577545166,1.1596451997756958,4.82350492477417,2.10032057762146,0.19055405259132385,2.677053928375244,1.8815265893936157,9.517338752746582,0.8443194627761841,5065.669921875
2016-02-01,2.6311795711517334,0.4907730519771576,4.863013744354248,5.869252681732178,2.320603132247925,6.897620677947998,8.663049697875977,5.295403957366943,11.285782814025879,1.293645977973938,1.1505006551742554,4.838648319244385,2.127509355545044,0.18975676596164703,2.666718006134033,1.89985990524292,9.555975914001465,0.8459541201591492,5082.2900390625
2016-02-02,2.540928363800049,0.47297272086143494,4.876191139221191,5.77821683883667,2.285797595977783,6.793651580810547,8.420387268066406,5.294761657714844,11.00967788696289,1.261660099029541,1.1264961957931519,4.801150798797607,2.059537649154663,0.1817837804555893,2.666718006134033,1.8713409900665283,9.53880500793457,0.8402327299118042,4981.47021484375
2016-02-03,2.547870397567749,0.43355798721313477,4.762872219085693,5.7097578048706055,2.2431788444519043,6.729150772094727,8.578118324279785,5.294761657714844,11.134787559509277,1.2261205911636353,1.1144938468933105,4.7376933097839355,2.0486621856689453,0.1714189201593399,2.666718006134033,1.8475761413574219,9.444360733032227,0.8091735243797302,4923.31005859375
2016-02-04,2.5284314155578613,0.4551723897457123,4.803280353546143,5.702475070953369,2.2254204750061035,6.631920337677002,8.739892959594727,5.294761657714844,10.975165367126465,1.1914693117141724,1.1367838382720947,4.638180255889893,2.03710675239563,0.1825810819864273,2.666718006134033,1.8502923250198364,9.306988716125488,0.8091735243797302,4918.06982421875
2016-02-05,2.4229066371917725,0.4806017279624939,4.910449981689453,5.674072265625,2.1877739429473877,6.469226360321045,8.857179641723633,5.294761657714844,10.940651893615723,1.2172355651855469,1.1144938468933105,4.529292106628418,2.0044803619384766,0.18337838351726532,2.676020383834839,1.8088724613189697,9.255474090576172,0.8165296912193298,4908.9599609375
2016-02-08,2.250734567642212,0.4742443859577179,4.699624538421631,5.414802551269531,2.1281075477600098,6.353704929351807,8.77629280090332,5.3274970054626465,10.720629692077637,1.2065736055374146,1.1144938468933105,4.279066562652588,1.9032031297683716,0.17460811138153076,2.676020383834839,1.7660951614379883,8.84335708618164,0.7846530675888062,4771.33984375
