Data,EURUSD=X,EURGBP=X,EURJPY=X,EURCHF=X,EURSEK=X,EURDKK=X,EURCAD=X,EURAUD=X,EURKRW=X,HKD=X
2003-12-02,0.01030698667365734,0.003300604311757394,0.0065644125223529165,0.002380428881652909,-0.0007990147251183065,0.0002285285985351633,0.004733608144176513,0.004371858573996983,0.007714515309770625,-0.0007214418484891332
2003-12-03,0.0028086044694490657,0.00386069143464533,-0.001370445107228623,0.001091759833717255,-0.003982249750002998,-4.0370014901330544e-5,0.005663527924226741,-0.003885216031618221,0.0005536591812049558,0.00012885830240911498
2003-12-04,-0.0034732589811047217,0.001568633105819694,-0.003816507349590923,-0.0012203076049043136,-0.0012267529803831265,-0.0001074690786316688,0.004432126210966021,-0.0017654431746728034,-0.005342192815565407,0.0007600305631068814
2003-12-05,0.00873624810230843,0.0017084575840323128,-0.00022944495429132647,-0.003605447868173547,-0.0019995947816806034,1.3394212271361625e-5,0.002964799768602368,0.007889833864622,0.004095964880940901,-0.0008502357763410538
2003-12-08,0.002709286327442258,0.002273327912943316,0.004045952303882095,-0.0012908057878792554,-0.0004585418864593658,0.00022850710118272976,-0.0018914456268734126,-0.0026634489167855586,0.0037342027192173036,0.0006441620535360356
2003-12-09,0.002446938136053728,-0.003981785496975673,-0.0006096771638471012,-0.0009692182146169005,-0.0012873657665117074,4.030051886031219e-5,0.009921588151094098,0.0026029848736129515,-0.0002761455242936951,-0.0001416849673668192
2003-12-10,-0.004827025994239713,-0.0019968540551410525,0.006988887699791779,0.00019387257916484002,0.003086834192836185,-0.0003359727485488079,-0.0032544956501894293,-0.0028454358773861536,-0.010131219273552757,-9.016803015071021e-5
2003-12-11,0.0027100536351556477,-0.000856992411119718,-0.000757335145659573,0.0021951634733739797,0.002720972043694354,-0.00013440789161844625,0.008365163939561604,0.0011512454303086337,-0.0028636985914063393,-7.727580315392203e-5
2003-12-12,0.004483962290305648,0.0047045650440100785,0.002118956299045115,-0.00012901205004277994,-0.0010584752453521883,0.00016126166650297274,0.003289328557120313,0.002781840284411597,0.007317361028643589,-0.0002319246893489681
2003-12-15,0.0033332561356060227,0.0017052166962340165,0.00301927999130307,0.0017399528743252876,0.004438277270422475,-6.716783616854184e-5,0.001733490809103955,-0.0007249204046515708,0.008573078453865467,0.0003092004925027972
2003-12-16,0.00016012660775805657,-0.0034134310429882794,-0.0013575134504421693,-0.0011596065211791063,0.0021730126449771474,0.00025531630329440896,0.010827506607568614,0.0013286675342042591,0.0008945803645791278,-5.153701469083059e-5
2003-12-17,0.00647765948002824,0.0012813706366337678,0.005043848338022969,0.0022536210229399034,0.001294878266805026,5.3759356920261506e-5,0.006525798473686193,0.012296555643620317,0.012372402559322378,7.733523782112751e-5
2003-12-18,0.0016880902437082838,-0.0024218034670171165,0.004046832074427693,-0.0019958400607225577,0.0019889735790614045,0.00026868938554126787,0.005577110171109489,-0.0007752958785390767,-0.0010195412947718828,0.00020605477438710926
2003-12-19,-0.0030638524357017465,-0.0017130915605788571,-0.0035963999349173533,-6.445821851626362e-5,0.001136284849960793,-0.0003358409747043763,-0.0005441638383841969,0.003157069411138787,0.0043428339688278295,-0.00021895380275880214
2003-12-22,0.0011277396895056256,0.003707953890592322,0.0003002517465099664,0.004886256975229516,0.0018726815602431617,-0.00016129757364151412,-0.002361736082174589,0.003739930031299934,0.003379751708093199,-0.00018035812808893855
2003-12-23,8.681487339389102e-5,0.0004269411370037111,-0.0009009112297762085,-0.0003207819184197667,-0.0027661348733097556,0.00029566031242282453,-0.006935590455558661,-0.005287430286908589,-0.001553300213119635,0.00016745893333014534
2003-12-24,0.004262240830360961,-0.001994009973485253,0.0032991141681262197,-0.003792327290594227,0.0034151763009696973,-0.00016127590096605293,-0.006553777964686298,-0.0014306396541296617,0.010153720666408763,0.00010306606187437421
2003-12-25,-0.00039840124913177825,0.0008551232632838721,-0.0009735228069979337,0.0,5.5064147385719325e-5,0.00014782121835502795,0.001596435684121051,-0.0007757585562687469,-0.0012719013220939877,1.2897865366709297e-5
2003-12-26,-0.0012937677920673134,-0.002424651659306806,-0.0003747371409212505,0.0028937431962640188,-0.0014197353755331327,-0.00012090805617037277,-0.0037495444935481334,-0.0005971142645329638,-0.00026800509623621803,-0.00018033953880844492
2003-12-29,0.0041734068710066715,0.00441695893402672,0.0015727933140522574,0.0013475735277589623,0.0007816443643317354,0.00028216012082013314,0.006384268202624001,0.0022077146219963697,-0.00787066276763629,-0.00016753115422902496
2003-12-30,0.005194236514115998,0.0028392611952715884,0.004480339870083093,-0.0003848248171335887,-0.0002531669764130959,0.00010742287942787468,-0.006384268202624112,-0.0016106003574634336,0.012483449129845193,0.00016753115422896267
2003-12-31,0.003268103993496591,-0.00255500592331368,0.006979035115826546,0.0001283168826172641,-0.0016304311183824775,0.00021493922477645346,0.005649718272962696,0.00017910746677308448,0.00040009041030206687,-0.0014438883128901293
2004-01-01,-0.000641889976414345,0.0011363830008562406,-0.0011104798586491728,0.0006411847184749724,-0.0013901549569786359,2.6832136204413176e-5,-0.0028209058304137207,-0.00197166354868616,-0.008974092040288081,0.0014696267693243535
2004-01-02,0.0,-0.005551998704989677,-0.0025214812167174937,-0.0009619313128335327,-0.00219944582880881,-0.0001073969093969383,-0.0030752194247200522,-0.008769830006680471,0.011903342724659177,0.0005924156419304449
2004-01-05,0.008313448457693839,0.00171154045868348,0.0009648932520131423,0.002883174984569259,0.0047686437203664144,0.000375998783202096,0.0006158302629086134,-0.003202737120780935,-0.005867107092808955,-0.0007856852525936588
2004-01-06,0.002680521220062607,-0.004713888552304305,0.0022970448719502787,0.002555955204244486,0.0023429221640839,-0.0001477060948480414,0.007176864958037502,0.0011492955322745045,0.011435502219360705,0.00012889151167713188
2004-01-07,-0.006315083049919021,-0.004592422619193388,-0.006907138439594787,0.0,-0.0021337399900106485,0.00028194797555241105,-0.004287700217799813,-0.005455847614445376,-0.016530355047309115,-0.0001546349431176102
2004-01-08,0.010547354198493156,0.0011500201584826182,0.010674693702349095,-0.0002553397870464812,0.002649944561357079,-0.0002282283234212876,0.002452375524614075,0.0021859267548656014,0.004760460582732432,0.0002705493919957238
2004-01-09,0.006549443153526694,-0.005330212605515279,0.008882471521622673,-0.00031919032781836583,4.3877669692322925e-5,0.0,-0.0020227845738898477,0.005263018792025825,0.01579437468200731,-0.0002448059605553056
2004-01-12,-0.009215915178067854,-0.003617683611564862,-0.007556055176647785,-0.0012139142336849826,0.0016019438526724372,0.00017452093056655483,-0.0028263790628657763,-0.010431919550250707,-0.01988297284790714,0.00012889151167713188
2004-01-13,0.003522827042677273,0.002606054180975705,0.0003681432036614833,-0.0030092954969385254,0.002682290493307584,-8.053448784963378e-5,-0.00018464033790945272,-0.0010980665317161292,0.009292458532358893,-3.8702569468450683e-5
2004-01-14,-0.010607062837818693,-0.0018815214978901798,-0.01058216788077249,-0.0003206437489670573,0.0026969530175194297,1.3380185322136952e-5,0.004053575344154453,-0.0030564210790510926,-0.010502168913838063,7.734221202029546e-5
2004-01-15,-0.003964523368700609,-0.00028973280836021564,-0.00372661985151298,0.004607714919013321,0.0008392562857070636,-0.00014770411838035,-6.130533827109054e-5,-0.0007349098328643841,-0.0050561338195568364,0.00015454364171816376
2004-01-16,-0.01623617245049828,-0.0014500975502988883,-0.012699794810513176,0.0008934801048740505,-0.0010465281811550366,4.0337490341202067e-5,-0.014696168000398177,-0.004913421160588493,-0.005897289534510235,-7.726883539195186e-5
2004-01-19,-0.0035518992881686364,0.004632981287138422,0.0013603987511106982,0.0012112829686548167,-0.0006218654300333469,0.00014763414390976123,-0.0001244374453901138,0.007116605238921719,-0.0028595289617785826,0.0002833717548054704
2004-01-20,0.018843390149174084,-0.0005779609473591282,0.01699834290148118,-0.0012750873728153435,-0.001070051390838651,-0.00012080741235706749,0.011135977057600811,0.0020152998326468377,0.009770092487627684,0.0003733458836305088
2004-01-21,0.0055419408214149885,-0.0020254547725533996,0.004001550779571995,-0.0003828358599425785,-0.004489158201302587,2.6826011898460567e-5,0.012108059121249074,-0.0025044850836447815,0.01181299462144034,-0.0005150217235892953
2004-01-22,0.005203797082616733,-0.0008693711907796425,-0.001406123757351041,0.000446640264103218,0.0003840123667779764,0.0001611329989943373,0.0009720699777995546,0.0005503256937108278,0.008107482833787169,0.00014167583995890434
2004-01-23,-0.011223955726347056,-0.001160194376446203,-0.004230159959747269,-0.002427052693090767,0.00219148720713947,-0.0002147857424455319,0.003334220859185576,-0.002448172924422216,-0.02160983829302519,0.0021097417244726044
