Data,EURUSD=X,EURGBP=X,EURJPY=X,EURCHF=X,EURSEK=X,EURDKK=X,EURCAD=X,EURAUD=X,EURKRW=X,HKD=X
2003-12-01,1.19650137424469,0.6956999897956848,130.5800018310547,1.5525000095367432,9.015000343322754,7.439799785614014,1.5595999956130981,1.6433000564575195,1433.300048828125,7.764999866485596
2003-12-02,1.2088974714279175,0.6980000138282776,131.44000244140625,1.5562000274658203,9.007800102233887,7.441500186920166,1.5670000314712524,1.6505000591278076,1444.4000244140625,7.759399890899658
2003-12-03,1.2122975587844849,0.7006999850273132,131.25999450683594,1.5578999519348145,8.972000122070312,7.441199779510498,1.5758999586105347,1.6440999507904053,1445.199951171875,7.76039981842041
2003-12-04,1.2080942392349243,0.7017999887466431,130.75999450683594,1.555999994277954,8.961000442504883,7.440400123596191,1.582900047302246,1.6411999464035034,1437.5,7.766300201416016
2003-12-05,1.2186946868896484,0.703000009059906,130.72999572753906,1.5504000186920166,8.943099975585938,7.440499782562256,1.5875999927520752,1.6541999578475952,1443.4000244140625,7.759699821472168
2003-12-08,1.2220009565353394,0.7045999765396118,131.25999450683594,1.5484000444412231,8.939000129699707,7.442200183868408,1.5845999717712402,1.6497999429702759,1448.800048828125,7.764699935913086
2003-12-09,1.2249947786331177,0.7017999887466431,131.17999267578125,1.5469000339508057,8.927499771118164,7.442500114440918,1.6003999710083008,1.654099941253662,1448.4000244140625,7.763599872589111
2003-12-10,1.2190959453582764,0.7003999948501587,132.10000610351562,1.5471999645233154,8.955100059509277,7.440000057220459,1.5951999425888062,1.649399995803833,1433.800048828125,7.762899875640869
2003-12-11,1.2224042415618896,0.6998000144958496,132.0,1.5506000518798828,8.979499816894531,7.439000129699707,1.6086000204086304,1.6512999534606934,1429.699951171875,7.76230001449585
2003-12-12,1.2278977632522583,0.7031000256538391,132.27999877929688,1.5504000186920166,8.970000267028809,7.440199851989746,1.6138999462127686,1.655900001525879,1440.199951171875,7.760499954223633
2003-12-15,1.2319974899291992,0.7042999863624573,132.67999267578125,1.5530999898910522,9.009900093078613,7.439700126647949,1.6167000532150269,1.6547000408172607,1452.5999755859375,7.762899875640869
2003-12-16,1.2321947813034058,0.7019000053405762,132.5,1.551300048828125,9.029500007629395,7.4415998458862305,1.6342999935150146,1.6569000482559204,1453.9000244140625,7.762499809265137
2003-12-17,1.2402024269104004,0.7027999758720398,133.1699981689453,1.554800033569336,9.041199684143066,7.441999912261963,1.6449999809265137,1.67739999294281,1472.0,7.7631001472473145
2003-12-18,1.2422977685928345,0.7010999917984009,133.7100067138672,1.5516999959945679,9.059200286865234,7.443999767303467,1.6541999578475952,1.6761000156402588,1470.5,7.764699935913086
2003-12-19,1.2384973764419556,0.6998999714851379,133.22999572753906,1.5515999794006348,9.069499969482422,7.441500186920166,1.6533000469207764,1.681399941444397,1476.9000244140625,7.763000011444092
